date,iso_code,location,total_cases,population
2021-07-18,KOR,South Korea,179203.0,51815808
2021-07-19,KOR,South Korea,179203.0,51815808
2021-07-20,KOR,South Korea,179203.0,51815808
2021-07-21,KOR,South Korea,179203.0,51815808
2021-07-22,KOR,South Korea,179203.0,51815808
2021-07-23,KOR,South Korea,179203.0,51815808
2021-07-24,KOR,South Korea,179203.0,51815808
2021-07-25,KOR,South Korea,190166.0,51815808
2021-07-26,KOR,South Korea,190166.0,51815808
2021-07-27,KOR,South Korea,190166.0,51815808
2021-07-28,KOR,South Korea,190166.0,51815808
2021-07-29,KOR,South Korea,190166.0,51815808
2021-07-30,KOR,South Korea,190166.0,51815808
2021-07-31,KOR,South Korea,190166.0,51815808
2021-08-01,KOR,South Korea,201001.0,51815808
2021-08-02,KOR,South Korea,201001.0,51815808
2021-08-03,KOR,South Korea,201001.0,51815808
2021-08-04,KOR,South Korea,201001.0,51815808
2021-08-05,KOR,South Korea,201001.0,51815808
2021-08-06,KOR,South Korea,201001.0,51815808
2021-08-07,KOR,South Korea,201001.0,51815808
2021-08-08,KOR,South Korea,212447.0,51815808
2021-08-09,KOR,South Korea,212447.0,51815808
2021-08-10,KOR,South Korea,212447.0,51815808
2021-08-11,KOR,South Korea,212447.0,51815808
2021-08-12,KOR,South Korea,212447.0,51815808
2021-08-13,KOR,South Korea,212447.0,51815808
2021-08-14,KOR,South Korea,212447.0,51815808
2021-08-15,KOR,South Korea,225481.0,51815808
2021-08-16,KOR,South Korea,225481.0,51815808
2021-08-17,KOR,South Korea,225481.0,51815808
2021-08-18,KOR,South Korea,225481.0,51815808
2021-08-19,KOR,South Korea,225481.0,51815808
2021-08-20,KOR,South Korea,225481.0,51815808
2021-08-21,KOR,South Korea,225481.0,51815808
2021-08-22,KOR,South Korea,237778.0,51815808
2021-08-23,KOR,South Korea,237778.0,51815808
2021-08-24,KOR,South Korea,237778.0,51815808
2021-08-25,KOR,South Korea,237778.0,51815808
2021-08-26,KOR,South Korea,237778.0,51815808
2021-08-27,KOR,South Korea,237778.0,51815808
2021-08-28,KOR,South Korea,237778.0,51815808
2021-08-29,KOR,South Korea,250049.0,51815808
2021-08-30,KOR,South Korea,250049.0,51815808
2021-08-31,KOR,South Korea,250049.0,51815808
2021-09-01,KOR,South Korea,250049.0,51815808
2021-09-02,KOR,South Korea,250049.0,51815808
2021-09-03,KOR,South Korea,250049.0,51815808
2021-09-04,KOR,South Korea,250049.0,51815808
2021-09-05,KOR,South Korea,261777.0,51815808
2021-09-06,KOR,South Korea,261777.0,51815808
2021-09-07,KOR,South Korea,261777.0,51815808
2021-09-08,KOR,South Korea,261777.0,51815808
2021-09-09,KOR,South Korea,261777.0,51815808
2021-09-10,KOR,South Korea,261777.0,51815808
2021-09-11,KOR,South Korea,261777.0,51815808
2021-09-12,KOR,South Korea,274413.0,51815808
2021-09-13,KOR,South Korea,274413.0,51815808
2021-09-14,KOR,South Korea,274413.0,51815808
2021-09-15,KOR,South Korea,274413.0,51815808
2021-09-16,KOR,South Korea,274413.0,51815808
2021-09-17,KOR,South Korea,274413.0,51815808
2021-09-18,KOR,South Korea,274413.0,51815808
2021-09-19,KOR,South Korea,287534.0,51815808
2021-09-20,KOR,South Korea,287534.0,51815808
2021-09-21,KOR,South Korea,287534.0,51815808
2021-09-22,KOR,South Korea,287534.0,51815808
2021-09-23,KOR,South Korea,287534.0,51815808
2021-09-24,KOR,South Korea,287534.0,51815808
2021-09-25,KOR,South Korea,287534.0,51815808
2021-09-26,KOR,South Korea,303553.0,51815808
2021-09-27,KOR,South Korea,303553.0,51815808
2021-09-28,KOR,South Korea,303553.0,51815808
2021-09-29,KOR,South Korea,303553.0,51815808
2021-09-30,KOR,South Korea,303553.0,51815808
2021-10-01,KOR,South Korea,303553.0,51815808
2021-10-02,KOR,South Korea,303553.0,51815808
2021-10-03,KOR,South Korea,319777.0,51815808
2021-10-04,KOR,South Korea,319777.0,51815808
2021-10-05,KOR,South Korea,319777.0,51815808
2021-10-06,KOR,South Korea,319777.0,51815808
2021-10-07,KOR,South Korea,319777.0,51815808
2021-10-08,KOR,South Korea,319777.0,51815808
2021-10-09,KOR,South Korea,319777.0,51815808
2021-10-10,KOR,South Korea,332816.0,51815808
2021-10-11,KOR,South Korea,332816.0,51815808
2021-10-12,KOR,South Korea,332816.0,51815808
2021-10-13,KOR,South Korea,332816.0,51815808
2021-10-14,KOR,South Korea,332816.0,51815808
2021-10-15,KOR,South Korea,332816.0,51815808
2021-10-16,KOR,South Korea,332816.0,51815808
2021-10-17,KOR,South Korea,343445.0,51815808
2021-10-18,KOR,South Korea,343445.0,51815808
2021-10-19,KOR,South Korea,343445.0,51815808
2021-10-20,KOR,South Korea,343445.0,51815808
2021-10-21,KOR,South Korea,343445.0,51815808
2021-10-22,KOR,South Korea,343445.0,51815808
2021-10-23,KOR,South Korea,343445.0,51815808
2021-10-24,KOR,South Korea,353089.0,51815808
2021-10-25,KOR,South Korea,353089.0,51815808
2021-10-26,KOR,South Korea,353089.0,51815808
2021-10-27,KOR,South Korea,353089.0,51815808
2021-10-28,KOR,South Korea,353089.0,51815808
2021-10-29,KOR,South Korea,353089.0,51815808
2021-10-30,KOR,South Korea,353089.0,51815808
2021-10-31,KOR,South Korea,366385.0,51815808
2021-11-01,KOR,South Korea,366385.0,51815808
2021-11-02,KOR,South Korea,366385.0,51815808
2021-11-03,KOR,South Korea,366385.0,51815808
2021-11-04,KOR,South Korea,366385.0,51815808
2021-11-05,KOR,South Korea,366385.0,51815808
2021-11-06,KOR,South Korea,366385.0,51815808
2021-11-07,KOR,South Korea,381692.0,51815808
2021-11-08,KOR,South Korea,381692.0,51815808
2021-11-09,KOR,South Korea,381692.0,51815808
2021-11-10,KOR,South Korea,381692.0,51815808
2021-11-11,KOR,South Korea,381692.0,51815808
2021-11-12,KOR,South Korea,381692.0,51815808
2021-11-13,KOR,South Korea,381692.0,51815808
2021-11-14,KOR,South Korea,397466.0,51815808
2021-11-15,KOR,South Korea,397466.0,51815808
2021-11-16,KOR,South Korea,397466.0,51815808
2021-11-17,KOR,South Korea,397466.0,51815808
2021-11-18,KOR,South Korea,397466.0,51815808
2021-11-19,KOR,South Korea,397466.0,51815808
2021-11-20,KOR,South Korea,397466.0,51815808
2021-11-21,KOR,South Korea,418251.0,51815808
2021-11-22,KOR,South Korea,418251.0,51815808
2021-11-23,KOR,South Korea,418251.0,51815808
2021-11-24,KOR,South Korea,418251.0,51815808
2021-11-25,KOR,South Korea,418251.0,51815808
2021-11-26,KOR,South Korea,418251.0,51815808
2021-11-27,KOR,South Korea,418251.0,51815808
2021-11-28,KOR,South Korea,444198.0,51815808
2021-11-29,KOR,South Korea,444198.0,51815808
2021-11-30,KOR,South Korea,444198.0,51815808
2021-12-01,KOR,South Korea,444198.0,51815808
2021-12-02,KOR,South Korea,444198.0,51815808
2021-12-03,KOR,South Korea,444198.0,51815808
2021-12-04,KOR,South Korea,444198.0,51815808
2021-12-05,KOR,South Korea,477356.0,51815808
2021-12-06,KOR,South Korea,477356.0,51815808
2021-12-07,KOR,South Korea,477356.0,51815808
2021-12-08,KOR,South Korea,477356.0,51815808
2021-12-09,KOR,South Korea,477356.0,51815808
2021-12-10,KOR,South Korea,477356.0,51815808
2021-12-11,KOR,South Korea,477356.0,51815808
2021-12-12,KOR,South Korea,523085.0,51815808
2021-12-13,KOR,South Korea,523085.0,51815808
2021-12-14,KOR,South Korea,523085.0,51815808
2021-12-15,KOR,South Korea,523085.0,51815808
2021-12-16,KOR,South Korea,523085.0,51815808
2021-12-17,KOR,South Korea,523085.0,51815808
2021-12-18,KOR,South Korea,523085.0,51815808
2021-12-19,KOR,South Korea,570413.0,51815808
2021-12-20,KOR,South Korea,570413.0,51815808
2021-12-21,KOR,South Korea,570413.0,51815808
2021-12-22,KOR,South Korea,570413.0,51815808
2021-12-23,KOR,South Korea,570413.0,51815808
2021-12-24,KOR,South Korea,570413.0,51815808
2021-12-25,KOR,South Korea,570413.0,51815808
2021-12-26,KOR,South Korea,611667.0,51815808
2021-12-27,KOR,South Korea,611667.0,51815808
2021-12-28,KOR,South Korea,611667.0,51815808
2021-12-29,KOR,South Korea,611667.0,51815808
2021-12-30,KOR,South Korea,611667.0,51815808
2021-12-31,KOR,South Korea,611667.0,51815808
2022-01-01,KOR,South Korea,611667.0,51815808
2022-01-02,KOR,South Korea,642202.0,51815808
2022-01-03,KOR,South Korea,642202.0,51815808
2022-01-04,KOR,South Korea,642202.0,51815808
2022-01-05,KOR,South Korea,642202.0,51815808
2022-01-06,KOR,South Korea,642202.0,51815808
2022-01-07,KOR,South Korea,642202.0,51815808
2022-01-08,KOR,South Korea,642202.0,51815808
2022-01-09,KOR,South Korea,667386.0,51815808
2022-01-10,KOR,South Korea,667386.0,51815808
2022-01-11,KOR,South Korea,667386.0,51815808
2022-01-12,KOR,South Korea,667386.0,51815808
2022-01-13,KOR,South Korea,667386.0,51815808
2022-01-14,KOR,South Korea,667386.0,51815808
2022-01-15,KOR,South Korea,667386.0,51815808
2022-01-16,KOR,South Korea,696030.0,51815808
2022-01-17,KOR,South Korea,696030.0,51815808
2022-01-18,KOR,South Korea,696030.0,51815808
2022-01-19,KOR,South Korea,696030.0,51815808
2022-01-20,KOR,South Korea,696030.0,51815808
2022-01-21,KOR,South Korea,696030.0,51815808
2022-01-22,KOR,South Korea,696030.0,51815808
2022-01-23,KOR,South Korea,741408.0,51815808
2022-01-24,KOR,South Korea,741408.0,51815808
2022-01-25,KOR,South Korea,741408.0,51815808
2022-01-26,KOR,South Korea,741408.0,51815808
2022-01-27,KOR,South Korea,741408.0,51815808
2022-01-28,KOR,South Korea,741408.0,51815808
2022-01-29,KOR,South Korea,741408.0,51815808
2022-01-30,KOR,South Korea,845699.0,51815808
2022-01-31,KOR,South Korea,845699.0,51815808
2022-02-01,KOR,South Korea,845699.0,51815808
2022-02-02,KOR,South Korea,845699.0,51815808
2022-02-03,KOR,South Korea,845699.0,51815808
2022-02-04,KOR,South Korea,845699.0,51815808
2022-02-05,KOR,South Korea,845699.0,51815808
2022-02-06,KOR,South Korea,1044962.0,51815808
2022-02-07,KOR,South Korea,1044962.0,51815808
2022-02-08,KOR,South Korea,1044962.0,51815808
2022-02-09,KOR,South Korea,1044962.0,51815808
2022-02-10,KOR,South Korea,1044962.0,51815808
2022-02-11,KOR,South Korea,1044962.0,51815808
2022-02-12,KOR,South Korea,1044962.0,51815808
2022-02-13,KOR,South Korea,1405244.0,51815808
2022-02-14,KOR,South Korea,1405244.0,51815808
2022-02-15,KOR,South Korea,1405244.0,51815808
2022-02-16,KOR,South Korea,1405244.0,51815808
2022-02-17,KOR,South Korea,1405244.0,51815808
2022-02-18,KOR,South Korea,1405244.0,51815808
2022-02-19,KOR,South Korea,1405244.0,51815808
2022-02-20,KOR,South Korea,2058161.0,51815808
2022-02-21,KOR,South Korea,2058161.0,51815808
2022-02-22,KOR,South Korea,2058161.0,51815808
2022-02-23,KOR,South Korea,2058161.0,51815808
2022-02-24,KOR,South Korea,2058161.0,51815808
2022-02-25,KOR,South Korea,2058161.0,51815808
2022-02-26,KOR,South Korea,2058161.0,51815808
2022-02-27,KOR,South Korea,3134456.0,51815808
2022-02-28,KOR,South Korea,3134456.0,51815808
2022-03-01,KOR,South Korea,3134456.0,51815808
2022-03-02,KOR,South Korea,3134456.0,51815808
2022-03-03,KOR,South Korea,3134456.0,51815808
2022-03-04,KOR,South Korea,3134456.0,51815808
2022-03-05,KOR,South Korea,3134456.0,51815808
2022-03-06,KOR,South Korea,4666970.0,51815808
2022-03-07,KOR,South Korea,4666970.0,51815808
2022-03-08,KOR,South Korea,4666970.0,51815808
2022-03-09,KOR,South Korea,4666970.0,51815808
2022-03-10,KOR,South Korea,4666970.0,51815808
2022-03-11,KOR,South Korea,4666970.0,51815808
2022-03-12,KOR,South Korea,4666970.0,51815808
2022-03-13,KOR,South Korea,6866212.0,51815808
2022-03-14,KOR,South Korea,6866212.0,51815808
2022-03-15,KOR,South Korea,6866212.0,51815808
2022-03-16,KOR,South Korea,6866212.0,51815808
2022-03-17,KOR,South Korea,6866212.0,51815808
2022-03-18,KOR,South Korea,6866212.0,51815808
2022-03-19,KOR,South Korea,6866212.0,51815808
2022-03-20,KOR,South Korea,9582560.0,51815808
2022-03-21,KOR,South Korea,9582560.0,51815808
2022-03-22,KOR,South Korea,9582560.0,51815808
2022-03-23,KOR,South Korea,9582560.0,51815808
2022-03-24,KOR,South Korea,9582560.0,51815808
2022-03-25,KOR,South Korea,9582560.0,51815808
2022-03-26,KOR,South Korea,9582560.0,51815808
2022-03-27,KOR,South Korea,12002874.0,51815808
2022-03-28,KOR,South Korea,12002874.0,51815808
2022-03-29,KOR,South Korea,12002874.0,51815808
2022-03-30,KOR,South Korea,12002874.0,51815808
2022-03-31,KOR,South Korea,12002874.0,51815808
2022-04-01,KOR,South Korea,12002874.0,51815808
2022-04-02,KOR,South Korea,12002874.0,51815808
2022-04-03,KOR,South Korea,14001266.0,51815808
2022-04-04,KOR,South Korea,14001266.0,51815808
2022-04-05,KOR,South Korea,14001266.0,51815808
2022-04-06,KOR,South Korea,14001266.0,51815808
2022-04-07,KOR,South Korea,14001266.0,51815808
2022-04-08,KOR,South Korea,14001266.0,51815808
2022-04-09,KOR,South Korea,14001266.0,51815808
2022-04-10,KOR,South Korea,15424519.0,51815808
2022-04-11,KOR,South Korea,15424519.0,51815808
2022-04-12,KOR,South Korea,15424519.0,51815808
2022-04-13,KOR,South Korea,15424519.0,51815808
2022-04-14,KOR,South Korea,15424519.0,51815808
2022-04-15,KOR,South Korea,15424519.0,51815808
2022-04-16,KOR,South Korea,15424519.0,51815808
2022-04-17,KOR,South Korea,16353436.0,51815808
2022-04-18,KOR,South Korea,16353436.0,51815808
2022-04-19,KOR,South Korea,16353436.0,51815808
2022-04-20,KOR,South Korea,16353436.0,51815808
2022-04-21,KOR,South Korea,16353436.0,51815808
2022-04-22,KOR,South Korea,16353436.0,51815808
2022-04-23,KOR,South Korea,16353436.0,51815808
2022-04-24,KOR,South Korea,16929504.0,51815808
2022-04-25,KOR,South Korea,16929504.0,51815808
2022-04-26,KOR,South Korea,16929504.0,51815808
2022-04-27,KOR,South Korea,16929504.0,51815808
2022-04-28,KOR,South Korea,16929504.0,51815808
2022-04-29,KOR,South Korea,16929504.0,51815808
2022-04-30,KOR,South Korea,16929504.0,51815808
2022-05-01,KOR,South Korea,17295622.0,51815808
2022-05-02,KOR,South Korea,17295622.0,51815808
2022-05-03,KOR,South Korea,17295622.0,51815808
2022-05-04,KOR,South Korea,17295622.0,51815808
2022-05-05,KOR,South Korea,17295622.0,51815808
2022-05-06,KOR,South Korea,17295622.0,51815808
2022-05-07,KOR,South Korea,17295622.0,51815808
2022-05-08,KOR,South Korea,17564962.0,51815808
2022-05-09,KOR,South Korea,17564962.0,51815808
2022-05-10,KOR,South Korea,17564962.0,51815808
2022-05-11,KOR,South Korea,17564962.0,51815808
2022-05-12,KOR,South Korea,17564962.0,51815808
2022-05-13,KOR,South Korea,17564962.0,51815808
2022-05-14,KOR,South Korea,17564962.0,51815808
2022-05-15,KOR,South Korea,17795312.0,51815808
2022-05-16,KOR,South Korea,17795312.0,51815808
2022-05-17,KOR,South Korea,17795312.0,51815808
2022-05-18,KOR,South Korea,17795312.0,51815808
2022-05-19,KOR,South Korea,17795312.0,51815808
2022-05-20,KOR,South Korea,17795312.0,51815808
2022-05-21,KOR,South Korea,17795312.0,51815808
2022-05-22,KOR,South Korea,17967641.0,51815808
2022-05-23,KOR,South Korea,17967641.0,51815808
2022-05-24,KOR,South Korea,17967641.0,51815808
2022-05-25,KOR,South Korea,17967641.0,51815808
2022-05-26,KOR,South Korea,17967641.0,51815808
2022-05-27,KOR,South Korea,17967641.0,51815808
2022-05-28,KOR,South Korea,17967641.0,51815808
2022-05-29,KOR,South Korea,18086447.0,51815808
2022-05-30,KOR,South Korea,18086447.0,51815808
2022-05-31,KOR,South Korea,18086447.0,51815808
2022-06-01,KOR,South Korea,18086447.0,51815808
2022-06-02,KOR,South Korea,18086447.0,51815808
2022-06-03,KOR,South Korea,18086447.0,51815808
2022-06-04,KOR,South Korea,18086447.0,51815808
2022-06-05,KOR,South Korea,18168708.0,51815808
2022-06-06,KOR,South Korea,18168708.0,51815808
2022-06-07,KOR,South Korea,18168708.0,51815808
2022-06-08,KOR,South Korea,18168708.0,51815808
2022-06-09,KOR,South Korea,18168708.0,51815808
2022-06-10,KOR,South Korea,18168708.0,51815808
2022-06-11,KOR,South Korea,18168708.0,51815808
2022-06-12,KOR,South Korea,18229278.0,51815808
2022-06-13,KOR,South Korea,18229278.0,51815808
2022-06-14,KOR,South Korea,18229278.0,51815808
2022-06-15,KOR,South Korea,18229278.0,51815808
2022-06-16,KOR,South Korea,18229278.0,51815808
2022-06-17,KOR,South Korea,18229278.0,51815808
2022-06-18,KOR,South Korea,18229278.0,51815808
2022-06-19,KOR,South Korea,18280063.0,51815808
2022-06-20,KOR,South Korea,18280063.0,51815808
2022-06-21,KOR,South Korea,18280063.0,51815808
2022-06-22,KOR,South Korea,18280063.0,51815808
2022-06-23,KOR,South Korea,18280063.0,51815808
2022-06-24,KOR,South Korea,18280063.0,51815808
2022-06-25,KOR,South Korea,18280063.0,51815808
2022-06-26,KOR,South Korea,18329423.0,51815808
2022-06-27,KOR,South Korea,18329423.0,51815808
2022-06-28,KOR,South Korea,18329423.0,51815808
2022-06-29,KOR,South Korea,18329423.0,51815808
2022-06-30,KOR,South Korea,18329423.0,51815808
2022-07-01,KOR,South Korea,18329423.0,51815808
2022-07-02,KOR,South Korea,18329423.0,51815808
2022-07-03,KOR,South Korea,18389611.0,51815808
2022-07-04,KOR,South Korea,18389611.0,51815808
2022-07-05,KOR,South Korea,18389611.0,51815808
2022-07-06,KOR,South Korea,18389611.0,51815808
2022-07-07,KOR,South Korea,18389611.0,51815808
2022-07-08,KOR,South Korea,18389611.0,51815808
2022-07-09,KOR,South Korea,18389611.0,51815808
2022-07-10,KOR,South Korea,18511845.0,51815808
2022-07-11,KOR,South Korea,18511845.0,51815808
2022-07-12,KOR,South Korea,18511845.0,51815808
2022-07-13,KOR,South Korea,18511845.0,51815808
2022-07-14,KOR,South Korea,18511845.0,51815808
2022-07-15,KOR,South Korea,18511845.0,51815808
2022-07-16,KOR,South Korea,18511845.0,51815808
2022-07-17,KOR,South Korea,18761757.0,51815808
2022-07-18,KOR,South Korea,18761757.0,51815808
2022-07-19,KOR,South Korea,18761757.0,51815808
2022-07-20,KOR,South Korea,18761757.0,51815808
2022-07-21,KOR,South Korea,18761757.0,51815808
2022-07-22,KOR,South Korea,18761757.0,51815808
2022-07-23,KOR,South Korea,18761757.0,51815808
2022-07-24,KOR,South Korea,19211613.0,51815808
2022-07-25,KOR,South Korea,19211613.0,51815808
2022-07-26,KOR,South Korea,19211613.0,51815808
2022-07-27,KOR,South Korea,19211613.0,51815808
2022-07-28,KOR,South Korea,19211613.0,51815808
2022-07-29,KOR,South Korea,19211613.0,51815808
2022-07-30,KOR,South Korea,19211613.0,51815808
2022-07-31,KOR,South Korea,19776050.0,51815808
2022-08-01,KOR,South Korea,19776050.0,51815808
2022-08-02,KOR,South Korea,19776050.0,51815808
2022-08-03,KOR,South Korea,19776050.0,51815808
2022-08-04,KOR,South Korea,19776050.0,51815808
2022-08-05,KOR,South Korea,19776050.0,51815808
2022-08-06,KOR,South Korea,19776050.0,51815808
2022-08-07,KOR,South Korea,20489128.0,51815808
2022-08-08,KOR,South Korea,20489128.0,51815808
2022-08-09,KOR,South Korea,20489128.0,51815808
2022-08-10,KOR,South Korea,20489128.0,51815808
2022-08-11,KOR,South Korea,20489128.0,51815808
2022-08-12,KOR,South Korea,20489128.0,51815808
2022-08-13,KOR,South Korea,20489128.0,51815808
2022-08-14,KOR,South Korea,21355958.0,51815808
2022-08-15,KOR,South Korea,21355958.0,51815808
2022-08-16,KOR,South Korea,21355958.0,51815808
2022-08-17,KOR,South Korea,21355958.0,51815808
2022-08-18,KOR,South Korea,21355958.0,51815808
2022-08-19,KOR,South Korea,21355958.0,51815808
2022-08-20,KOR,South Korea,21355958.0,51815808
2022-08-21,KOR,South Korea,22240331.0,51815808
2022-08-22,KOR,South Korea,22240331.0,51815808
2022-08-23,KOR,South Korea,22240331.0,51815808
2022-08-24,KOR,South Korea,22240331.0,51815808
2022-08-25,KOR,South Korea,22240331.0,51815808
2022-08-26,KOR,South Korea,22240331.0,51815808
2022-08-27,KOR,South Korea,22240331.0,51815808
2022-08-28,KOR,South Korea,22983818.0,51815808
2022-08-29,KOR,South Korea,22983818.0,51815808
2022-08-30,KOR,South Korea,22983818.0,51815808
2022-08-31,KOR,South Korea,22983818.0,51815808
2022-09-01,KOR,South Korea,22983818.0,51815808
2022-09-02,KOR,South Korea,22983818.0,51815808
2022-09-03,KOR,South Korea,22983818.0,51815808
2022-09-04,KOR,South Korea,23569192.0,51815808
2022-09-05,KOR,South Korea,23569192.0,51815808
2022-09-06,KOR,South Korea,23569192.0,51815808
2022-09-07,KOR,South Korea,23569192.0,51815808
2022-09-08,KOR,South Korea,23569192.0,51815808
2022-09-09,KOR,South Korea,23569192.0,51815808
2022-09-10,KOR,South Korea,23569192.0,51815808
2022-09-11,KOR,South Korea,24004887.0,51815808
2022-09-12,KOR,South Korea,24004887.0,51815808
2022-09-13,KOR,South Korea,24004887.0,51815808
2022-09-14,KOR,South Korea,24004887.0,51815808
2022-09-15,KOR,South Korea,24004887.0,51815808
2022-09-16,KOR,South Korea,24004887.0,51815808
2022-09-17,KOR,South Korea,24004887.0,51815808
2022-09-18,KOR,South Korea,24394466.0,51815808
2022-09-19,KOR,South Korea,24394466.0,51815808
2022-09-20,KOR,South Korea,24394466.0,51815808
2022-09-21,KOR,South Korea,24394466.0,51815808
2022-09-22,KOR,South Korea,24394466.0,51815808
2022-09-23,KOR,South Korea,24394466.0,51815808
2022-09-24,KOR,South Korea,24394466.0,51815808
2022-09-25,KOR,South Korea,24620128.0,51815808
2022-09-26,KOR,South Korea,24620128.0,51815808
2022-09-27,KOR,South Korea,24620128.0,51815808
2022-09-28,KOR,South Korea,24620128.0,51815808
2022-09-29,KOR,South Korea,24620128.0,51815808
2022-09-30,KOR,South Korea,24620128.0,51815808
2022-10-01,KOR,South Korea,24620128.0,51815808
2022-10-02,KOR,South Korea,24819611.0,51815808
2022-10-03,KOR,South Korea,24819611.0,51815808
2022-10-04,KOR,South Korea,24819611.0,51815808
2022-10-05,KOR,South Korea,24819611.0,51815808
2022-10-06,KOR,South Korea,24819611.0,51815808
2022-10-07,KOR,South Korea,24819611.0,51815808
2022-10-08,KOR,South Korea,24819611.0,51815808
2022-10-09,KOR,South Korea,24970789.0,51815808
2022-10-10,KOR,South Korea,24970789.0,51815808
2022-10-11,KOR,South Korea,24970789.0,51815808
2022-10-12,KOR,South Korea,24970789.0,51815808
2022-10-13,KOR,South Korea,24970789.0,51815808
2022-10-14,KOR,South Korea,24970789.0,51815808
2022-10-15,KOR,South Korea,24970789.0,51815808
2022-10-16,KOR,South Korea,25120465.0,51815808
2022-10-17,KOR,South Korea,25120465.0,51815808
2022-10-18,KOR,South Korea,25120465.0,51815808
2022-10-19,KOR,South Korea,25120465.0,51815808
2022-10-20,KOR,South Korea,25120465.0,51815808
2022-10-21,KOR,South Korea,25120465.0,51815808
2022-10-22,KOR,South Korea,25120465.0,51815808
2022-10-23,KOR,South Korea,25297334.0,51815808
2022-10-24,KOR,South Korea,25297334.0,51815808
2022-10-25,KOR,South Korea,25297334.0,51815808
2022-10-26,KOR,South Korea,25297334.0,51815808
2022-10-27,KOR,South Korea,25297334.0,51815808
2022-10-28,KOR,South Korea,25297334.0,51815808
2022-10-29,KOR,South Korea,25297334.0,51815808
2022-10-30,KOR,South Korea,25538799.0,51815808
2022-10-31,KOR,South Korea,25538799.0,51815808
2022-11-01,KOR,South Korea,25538799.0,51815808
2022-11-02,KOR,South Korea,25538799.0,51815808
2022-11-03,KOR,South Korea,25538799.0,51815808
2022-11-04,KOR,South Korea,25538799.0,51815808
2022-11-05,KOR,South Korea,25538799.0,51815808
2022-11-06,KOR,South Korea,25838239.0,51815808
2022-11-07,KOR,South Korea,25838239.0,51815808
2022-11-08,KOR,South Korea,25838239.0,51815808
2022-11-09,KOR,South Korea,25838239.0,51815808
2022-11-10,KOR,South Korea,25838239.0,51815808
2022-11-11,KOR,South Korea,25838239.0,51815808
2022-11-12,KOR,South Korea,25838239.0,51815808
2022-11-13,KOR,South Korea,26194229.0,51815808
2022-11-14,KOR,South Korea,26194229.0,51815808
2022-11-15,KOR,South Korea,26194229.0,51815808
2022-11-16,KOR,South Korea,26194229.0,51815808
2022-11-17,KOR,South Korea,26194229.0,51815808
2022-11-18,KOR,South Korea,26194229.0,51815808
2022-11-19,KOR,South Korea,26194229.0,51815808
2022-11-20,KOR,South Korea,26558765.0,51815808
2022-11-21,KOR,South Korea,26558765.0,51815808
2022-11-22,KOR,South Korea,26558765.0,51815808
2022-11-23,KOR,South Korea,26558765.0,51815808
2022-11-24,KOR,South Korea,26558765.0,51815808
2022-11-25,KOR,South Korea,26558765.0,51815808
2022-11-26,KOR,South Korea,26558765.0,51815808
2022-11-27,KOR,South Korea,26937516.0,51815808
2022-11-28,KOR,South Korea,26937516.0,51815808
2022-11-29,KOR,South Korea,26937516.0,51815808
2022-11-30,KOR,South Korea,26937516.0,51815808
2022-12-01,KOR,South Korea,26937516.0,51815808
2022-12-02,KOR,South Korea,26937516.0,51815808
2022-12-03,KOR,South Korea,26937516.0,51815808
2022-12-04,KOR,South Korea,27308090.0,51815808
2022-12-05,KOR,South Korea,27308090.0,51815808
2022-12-06,KOR,South Korea,27308090.0,51815808
2022-12-07,KOR,South Korea,27308090.0,51815808
2022-12-08,KOR,South Korea,27308090.0,51815808
2022-12-09,KOR,South Korea,27308090.0,51815808
2022-12-10,KOR,South Korea,27308090.0,51815808
2022-12-11,KOR,South Korea,27728482.0,51815808
2022-12-12,KOR,South Korea,27728482.0,51815808
2022-12-13,KOR,South Korea,27728482.0,51815808
2022-12-14,KOR,South Korea,27728482.0,51815808
2022-12-15,KOR,South Korea,27728482.0,51815808
2022-12-16,KOR,South Korea,27728482.0,51815808
2022-12-17,KOR,South Korea,27728482.0,51815808
2022-12-18,KOR,South Korea,28188293.0,51815808
2022-12-19,KOR,South Korea,28188293.0,51815808
2022-12-20,KOR,South Korea,28188293.0,51815808
2022-12-21,KOR,South Korea,28188293.0,51815808
2022-12-22,KOR,South Korea,28188293.0,51815808
2022-12-23,KOR,South Korea,28188293.0,51815808
2022-12-24,KOR,South Korea,28188293.0,51815808
2022-12-25,KOR,South Korea,28659055.0,51815808
2022-12-26,KOR,South Korea,28659055.0,51815808
2022-12-27,KOR,South Korea,28659055.0,51815808
2022-12-28,KOR,South Korea,28659055.0,51815808
2022-12-29,KOR,South Korea,28659055.0,51815808
2022-12-30,KOR,South Korea,28659055.0,51815808
2022-12-31,KOR,South Korea,28659055.0,51815808
2023-01-01,KOR,South Korea,29116800.0,51815808
2023-01-02,KOR,South Korea,29116800.0,51815808
2023-01-03,KOR,South Korea,29116800.0,51815808
2023-01-04,KOR,South Korea,29116800.0,51815808
2023-01-05,KOR,South Korea,29116800.0,51815808
2023-01-06,KOR,South Korea,29116800.0,51815808
2023-01-07,KOR,South Korea,29116800.0,51815808
2023-01-08,KOR,South Korea,29520600.0,51815808
2023-01-09,KOR,South Korea,29520600.0,51815808
2023-01-10,KOR,South Korea,29520600.0,51815808
2023-01-11,KOR,South Korea,29520600.0,51815808
2023-01-12,KOR,South Korea,29520600.0,51815808
2023-01-13,KOR,South Korea,29520600.0,51815808
